name	Active_1	CR_1	Active_2	Active_3	CR_2	Active_4	CR_3	CR_4	CR_5	Active_5	Active_6	CR_6	Active_7	Active_8	CR_7	CR_8	Active_9	CR_9	CR_10	Healthy_1	Healthy_2	Healthy_3	Healthy_4	Healthy_5	Healthy_6	Healthy_7	Healthy_8	Healthy_9
hsa-miR-6728-3p	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6728-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6729-3p	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-6729-5p	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0
hsa-miR-6730-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6730-5p	4	0	7	0	0	1	6	0	0	7	2	7	1	0	0	0	3	0	0	0	0	2	2	3	6	0	0	0
hsa-miR-6731-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
hsa-miR-6731-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6732-3p	4	3	4	0	0	2	2	1	0	11	12	0	15	0	0	0	5	0	1	3	2	4	3	4	3	1	2	2
hsa-miR-6732-5p	1	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6734-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6734-5p	12	14	56	0	1	2	3	1	0	38	87	6	76	1	0	2	51	4	1	15	9	30	14	23	42	6	8	2
hsa-miR-6735-3p	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6735-5p	28	16	31	4	0	1	1	4	3	33	32	5	45	7	1	6	60	3	2	14	6	20	5	24	25	9	4	4
hsa-miR-6736-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6736-5p	0	0	2	0	0	0	0	0	0	0	1	0	10	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6737-3p	2	0	0	0	0	0	0	0	0	14	1	0	4	0	1	0	2	0	0	0	0	0	0	0	2	2	0	2
hsa-miR-6738-3p	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	2	0	0	1	2	1	0	2	0	1	0	0
hsa-miR-6738-5p	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6740-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-3p	148	70	124	11	15	11	38	34	69	128	77	11	248	51	15	52	346	3	19	23	25	56	27	62	94	28	21	27
hsa-miR-6741-5p	4	0	8	0	0	0	0	0	0	5	2	0	16	0	0	2	23	2	0	1	6	2	5	6	3	2	2	0
hsa-miR-6742-3p	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6742-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6743-3p	0	0	0	0	0	0	0	10	0	0	0	5	4	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0
hsa-miR-6743-5p	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6746-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0
hsa-miR-6746-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6747-3p	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	2	2	0	2
hsa-miR-6747-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6748-3p	0	0	1	0	0	2	0	0	13	1	0	0	0	0	6	2	0	4	0	12	1	0	2	1	5	16	1	1
hsa-miR-6748-5p	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6749-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
hsa-miR-675-3p	0	1	4	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-675-5p	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-6750-3p	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6751-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6751-5p	6	0	8	0	0	0	0	0	0	1	12	1	35	0	0	1	10	0	0	2	1	5	2	8	4	0	0	3
hsa-miR-6753-5p	1	1	7	2	1	1	0	7	9	2	3	4	12	0	0	4	5	0	4	2	0	1	3	1	1	0	0	0
hsa-miR-6754-3p	0	1	2	0	0	0	0	4	1	4	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
hsa-miR-6754-5p	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6755-5p	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6756-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6757-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-6758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6758-5p	0	2	0	0	0	0	0	0	0	0	2	1	18	0	0	1	3	0	0	1	2	2	2	5	2	4	0	2
hsa-miR-6759-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-676-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6761-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6761-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0
hsa-miR-6762-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6763-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
hsa-miR-6763-5p	6	4	22	0	0	0	4	0	0	10	5	0	24	0	0	2	20	0	0	4	0	3	2	4	3	2	0	0
hsa-miR-6764-3p	2	0	0	0	1	0	0	1	5	8	0	0	7	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0
hsa-miR-6764-5p	1	0	1	0	0	1	0	0	0	0	4	0	3	0	0	0	4	0	0	0	1	0	0	1	1	0	0	0
hsa-miR-6765-3p	20	11	13	8	3	3	15	127	47	6	13	21	26	35	32	14	9	0	15	19	7	6	15	11	14	26	17	12
hsa-miR-6766-3p	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6766-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6767-5p	0	0	0	0	0	0	0	0	0	3	0	1	4	0	0	4	0	0	4	0	0	0	1	0	0	0	0	1
hsa-miR-6769a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769a-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	1	0	1	1	0	0	0
hsa-miR-6769b-3p	7	2	10	0	1	0	0	5	21	3	3	1	6	3	0	0	6	0	2	1	0	0	1	0	7	0	3	3
hsa-miR-6769b-5p	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-6770-3p	1.33	0	2.67	0	0	0	0	0	1	0.33	2	0	3.67	0	0	1	3.33	0	0	0	0.33	1	0.67	1	1.33	0	0.33	0
hsa-miR-6770-5p	0	1.33	1	0	0	0	0.67	0	0	0.33	2.33	0	1.33	0	0	0.33	0	0	0	0	0.33	0.33	0	0.33	0	0	0	0
hsa-miR-6771-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6771-5p	0	0	0	0	0	0	0	9	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6772-3p	44	18	19	0	1	2	6	15	1	34	13	0	44	8	4	12	50	5	5	6	5	15	8	13	17	7	6	5
hsa-miR-6772-5p	1	0	2	0	0	0	0	0	0	3	5	0	4	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0
hsa-miR-6773-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6773-5p	0	0	0	4	0	0	2	6	5	1	0	0	1	0	0	0	2	0	0	2	5	1	3	1	1	2	8	9
hsa-miR-6774-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6775-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6775-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6776-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6777-3p	2	0	0	0	0	0	0	0	8	0	2	0	0	0	0	3	0	0	0	0	2	0	2	1	0	0	0	0
hsa-miR-6777-5p	0	0	1	0	0	0	0	0	0	2	0	0	5	1	0	1	7	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-6779-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-6779-5p	0	0.5	4	0	2	0	0	0	0	0	1	6	12	0	0	0	10	0	2	0	0	2	1	0	1	0	0	0
hsa-miR-6780a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6780a-5p	5	3	8	0	0	0	1	0	2	8	2	0	11	0	0	0	3	0	0	3	2	3	3	0	5	0	0	0
hsa-miR-6780b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6780b-5p	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6781-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-6782-3p	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6782-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0
hsa-miR-6783-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6783-5p	0	2	2	0	0	0	0	0	0	1	0	9	2	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-6784-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0
hsa-miR-6785-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-5p	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6786-3p	1	1	0	0	0	0	0	8	0	7	7	0	8	2	0	5	6	0	0	0	0	6	1	5	6	0	0	2
hsa-miR-6786-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	2	0	0	0	0	0	1	4	4	1	0	0	5	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6787-5p	2	0	1	3	0	2	0	3	0	5	1	2	11	0	0	2	11	0	5	0	0	1	2	1	1	1	0	0
hsa-miR-6788-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6788-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	2	0
hsa-miR-6791-3p	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-6791-5p	0	1	1	1	0	0	0	0	0	3	0	0	1	0	6	0	3	0	0	0	0	3	0	3	0	1	0	0
hsa-miR-6793-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
hsa-miR-6793-5p	0	1	5	0	0	0	0	0	0	5	3	0	11	0	0	0	6	0	0	2	1	3	0	1	5	0	0	0
hsa-miR-6794-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6794-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6795-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6796-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-5p	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0
hsa-miR-6797-3p	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	7	0	0	0	0	2	0	1	0	6	0	0	0
hsa-miR-6797-5p	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6798-3p	10	2	2	0	0	1	0	4	0	3	1	0	12	9	9	6	6	0	1	0	1	2	2	5	4	2	1	3
hsa-miR-6798-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6799-5p	2	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-6800-3p	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6800-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-3p	1	0	1	0	0	0	0	0	0	2	0	0	1	5	4	0	0	0	0	1	3	2	1	3	2	3	3	1
hsa-miR-6802-5p	16	3	16	0	1	0	0	0	0	14	12	0	33	5	11	1	27	0	3	2	1	4	0	2	6	3	1	3
hsa-miR-6803-3p	12	14	8	1	1	0	0	0	0	2	14	0	17	0	0	3	6	1	0	3	6	4	7	5	13	3	2	4
hsa-miR-6803-5p	0	0	0	0	0	0	1	1	0	2	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6804-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-6804-5p	6	2	8	0	0	0	3	0	0	1	4	0	15	2	0	0	14	0	0	0	4	4	4	8	2	0	0	3
hsa-miR-6805-3p	1	0	2	2	0	1	0	0	0	2	0	0	2	4	0	0	1	0	0	1	0	0	0	0	0	1	3	0
hsa-miR-6805-5p	1	0	2	0	0	0	3	0	0	4	5	0	1	0	0	0	5	0	0	2	0	0	0	0	3	2	0	1
hsa-miR-6806-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6807-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6807-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6808-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-5p	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1
hsa-miR-6810-3p	3	0	0	0	0	1	0	10	0	0	0	0	1	11	0	0	0	0	0	0	2	6	0	0	7	1	3	0
hsa-miR-6810-5p	2	1	8	0	0	1	1	7	0	7	20	0	16	7	0	0	16	0	2	5	5	16	2	4	3	1	3	0
hsa-miR-6812-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	1	0	0
hsa-miR-6812-5p	1	0	0	0	1	0	0	0	0	2	7	0	2	0	0	0	2	0	0	0	0	0	0	5	2	0	0	0
hsa-miR-6813-5p	32	18	50	2	1.5	3	14	12	1	43	46	3	60	26	9	2	76	0	0	7	4	17	13	17	11	3	2	0
hsa-miR-6815-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
hsa-miR-6816-3p	0	0	0	0	1	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6816-5p	0	0	0	0	0	0	0	0	0	0	1	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6818-3p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6818-5p	2	0	3	0	0	0	1	0	0	0	1	0	8	0	0	0	3	0	0	2	2	2	0	3	11	1	0	2
hsa-miR-6819-3p	26	10	1	0	0	2	4	5	2	13	7	4	32	6	4	1	31	1	0	6	10	8	7	13	6	7	1	1
hsa-miR-6819-5p	3	1	5	0	0	0	0	0	7	6	0	0	4	1	0	1	9	0	0	1	4	3	0	2	0	0	3	0
hsa-miR-6820-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6820-5p	2	1	4	0	0	5	0	6	0	3	6	0	15	0	0	1	10	0	0	1	0	0	0	0	1	2	3	0
hsa-miR-6821-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6821-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-5p	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-3p	2	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6825-5p	11	3	13	0	0	2	0	0	0	6	0	0	11	0	0	1	4	0	0	0	0	4	2	3	2	0	4	0
hsa-miR-6826-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	2	0	3	0
hsa-miR-6826-5p	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-6827-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6827-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6829-5p	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0
hsa-miR-6832-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6832-5p	4	3	4	0	0	1	0	0	0	0	5	0	7	3	0	0	6	0	0	1	0	0	0	0	1	3	0	2
hsa-miR-6833-5p	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	2	2	1	0	0	0	1
hsa-miR-6834-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6835-5p	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-6836-5p	0	0	2	0	0	0	0	0	0	0	1	0	0	0	6	2	4	0	0	5	0	0	0	2	1	0	0	0
hsa-miR-6837-3p	9	2	9	2	1	0	0	0	4	8	6	0	13	5	0	1	49	0	2	4	3	2	5	4	12	0	0	0
hsa-miR-6837-5p	2	0	2	0	0	0	4	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6838-5p	0	4	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0
hsa-miR-6839-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-5p	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-5p	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	8	1	0	1	0	0	1	2	0	0	0	0
hsa-miR-6842-3p	66	18	28	12	2	5	5	5	5	62	29	2	52	19	10	19	126	1	11	13	14	9	14	19	33	13	0	8
hsa-miR-6842-5p	2	4	0	0	0	3	0	3	1	4	1	0	17	0	0	0	13	0	0	0	1	1	1	0	1	0	0	3
hsa-miR-6843-3p	1	0	1	0	0	0	3	0	0	0	4	0	8	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6845-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
hsa-miR-6846-5p	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6847-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
hsa-miR-6847-5p	14	9	21	4	0	9	19	3	6	45	49	17	74	2	1	3	54	0	0	13	7	12	5	10	6	2	3	7
hsa-miR-6848-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6850-3p	0	3	1	0	0	0	4	0	0	5	0	1	2	5	5	0	2	0	0	1	0	0	0	0	1	1	0	0
hsa-miR-6850-5p	0	1	4	1	0	1	2	7	0	11	5	0	9	0	0	8	5	3	8	1	0	1	0	0	2	2	0	0
hsa-miR-6851-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-3p	7	11	4	0	1	3	4	2	2	28	11	2	35	5	0	3	23	1	0	3	3	3	0	7	10	13	0	2
hsa-miR-6852-5p	1069	464	992	51	81	79	185	260	247	1709	813	128	2353	296	37	281	4124	80	137	312	202	548	217	568	521	284	122	169
hsa-miR-6854-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-3p	0	3	0	2	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	4	3	2	2	0
hsa-miR-6855-5p	4	1	5	0	0	1	4	0	1	0	17	0	8	0	0	4	14	0	0	3	1	7	6	4	2	8	0	3
hsa-miR-6856-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6857-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6857-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-3p	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	4	2	1	0	0
hsa-miR-6858-5p	2	0	0	0	0	0	0	0	14	4	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-6859-3p	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0	0	0	0.75	0	0.5	0	0	0.25	0.5	0	0.75	0	0.25	0	0
hsa-miR-6859-5p	3.25	2.75	3.75	0	0	0.5	5	0.25	2.75	5.5	8	0.5	14.75	1.25	0.75	2.25	13	0.25	0.25	3.5	1	2.5	1	3.5	5.75	2.25	0.25	0.75
hsa-miR-6861-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6861-5p	3	0	5	0	0	0	0	0	0	2	0	0	2	3	0	0	12	0	0	0	0	1	1	2	0	0	0	0
hsa-miR-6862-3p	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-5p	6.5	2	18	0	1.5	1	0	0	6.5	11.5	8.5	0	20	1	0	0.5	16.5	0	0	1.5	0.5	8	4.5	9.5	9.5	0	1	0
