	Cancer_011	Cancer_012	Cancer_013	Cancer_014	Cancer_015	Cancer_016	Cancer_017	Cancer_019	Cancer_020	Cancer_022	Cancer_023	Cancer_024	Cancer_025	Cancer_026	Cancer_027	Cancer_028	Cancer_029	Cancer_030	Cancer_031	Cancer_032	Cancer_033	Cancer_034	Cancer_035	Cancer_036	Cancer_037	Cancer_038	Cancer_039	Cancer_040	Cancer_041	Cancer_042	Cancer_043	Cancer_044	Cancer_045	Cancer_046	Cancer_047	Cancer_048	Healthy_001	Healthy_002	Healthy_003	Healthy_004	Healthy_005	Healthy_006	Healthy_007	Healthy_008	Healthy_010
hsa-miR-6780a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6780a-5p	2	3	2	1	0	2	1	3	0	5	3	8	0	0	0	0	0	0	0	0	1	0	2	8	2	0	11	0	0	0	3	0	0	0	1	0	3	2	3	3	0	5	0	0	0
hsa-miR-6780b-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-6780b-5p	1	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6781-5p	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-6782-3p	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6782-5p	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0
hsa-miR-6783-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6783-5p	0	0	0	3	1	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	9	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-6784-3p	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-6785-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6785-5p	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6786-3p	2	2	1	2	7	1	3	4	3	1	1	0	0	0	0	2	0	0	0	0	0	8	0	7	7	0	8	2	0	5	6	0	0	0	0	7	0	0	6	1	5	6	0	0	2
hsa-miR-6786-5p	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	2	1	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	1	4	4	1	0	0	5	0	0	0	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-6787-5p	2	2	0	0	6	0	0	0	0	2	0	1	3	0	0	4	0	0	0	2	0	3	0	5	1	2	11	0	0	2	11	0	5	0	0	0	0	0	1	2	1	1	1	0	0
hsa-miR-6788-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6788-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0
hsa-miR-6791-3p	1	0	0	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6791-5p	1	0	0	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	6	0	3	0	0	0	0	0	0	0	3	0	3	0	1	0	0
hsa-miR-6793-3p	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1	0	0	0	0	0	0
hsa-miR-6793-5p	2	3	1	0	4	0	1	1	1	0	1	5	0	0	0	0	0	1	0	0	0	0	0	5	3	0	11	0	0	0	6	0	0	0	0	0	2	1	3	0	1	5	0	0	0
hsa-miR-6794-3p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6794-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6795-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6796-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6796-5p	1	0	1	2	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	3	3	0	0	1	0
hsa-miR-6797-3p	1	1	0	1	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	7	0	0	0	0	0	0	0	2	0	1	0	6	0	0	0
hsa-miR-6797-5p	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6798-3p	5	2	0	2	1	1	0	0	2	10	2	2	0	0	0	1	0	0	0	1	0	4	0	3	1	0	12	9	9	6	6	0	1	2	5	0	0	1	2	2	5	4	2	1	3
hsa-miR-6798-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6799-5p	0	0	0	0	0	0	0	1	0	2	5	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-6800-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6800-5p	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-3p	7	3	0	1	1	1	1	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	4	0	0	0	0	0	1	0	1	3	2	1	3	2	3	3	1
hsa-miR-6802-5p	8	8	1	1	17	0	5	2	3	16	3	16	0	1	1	4	0	2	0	0	0	0	0	14	12	0	33	5	11	1	27	0	3	0	3	7	2	1	4	0	2	6	3	1	3
hsa-miR-6803-3p	10	5	2	1	18	0	6	7	2	12	14	8	1	1	0	1	0	5	7	0	0	0	0	2	14	0	17	0	0	3	6	1	0	3	3	4	3	6	4	7	5	13	3	2	4
hsa-miR-6803-5p	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	0	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6804-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-6804-5p	6	1	9	1	10	0	7	2	2	6	2	8	0	0	0	0	0	5	0	0	3	0	0	1	4	0	15	2	0	0	14	0	0	0	0	0	0	4	4	4	8	2	0	0	3
hsa-miR-6805-3p	0	0	0	0	1	0	0	1	0	1	0	2	2	0	0	1	2	0	2	1	0	0	0	2	0	0	2	4	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	3	0
hsa-miR-6805-5p	1	1	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	4	5	0	1	0	0	0	5	0	0	0	0	0	2	0	0	0	0	3	2	0	1
hsa-miR-6806-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6807-3p	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6807-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-6808-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-5p	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1
hsa-miR-6810-3p	2	1	0	4	4	0	2	2	1	3	0	0	0	0	0	2	0	0	0	1	0	10	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	2	6	0	0	7	1	3	0
hsa-miR-6810-5p	6	7	6	7	15	8	0	2	0	2	1	8	0	0	2	0	0	0	1	1	1	7	0	7	20	0	16	7	0	0	16	0	2	7	0	0	5	5	16	2	4	3	1	3	0
hsa-miR-6812-3p	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	4	0	1	0	0
hsa-miR-6812-5p	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	2	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	5	2	0	0	0
hsa-miR-6813-5p	20	14	10	9	41	6	18	13	9	32	18	50	2	1.5	0	8	3	9	1	3	14	12	1	43	46	3	60	26	9	2	76	0	0	6	6	20	7	4	17	13	17	11	3	2	0
hsa-miR-6815-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
hsa-miR-6816-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6816-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6818-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6818-5p	8	3	4	0	5	0	2	1	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	0	0	0	3	0	0	0	0	2	2	2	2	0	3	11	1	0	2
hsa-miR-6819-3p	4	3	7	3	11	2	2	6	2	26	10	1	0	0	2	0	3	0	0	2	4	5	2	13	7	4	32	6	4	1	31	1	0	0	0	6	6	10	8	7	13	6	7	1	1
hsa-miR-6819-5p	3	4	0	1	5	0	1	1	2	3	1	5	0	0	0	0	4	0	0	0	0	0	7	6	0	0	4	1	0	1	9	0	0	8	4	0	1	4	3	0	2	0	0	3	0
hsa-miR-6820-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6820-5p	2	2	0	0	3	0	0	3	0	2	1	4	0	0	0	0	0	0	0	5	0	6	0	3	6	0	15	0	0	1	10	0	0	0	0	0	1	0	0	0	0	1	2	3	0
hsa-miR-6821-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6821-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6822-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-5p	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-3p	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6825-5p	1	2	0	0	3	0	1	1	4	11	3	13	0	0	0	1	0	0	0	2	0	0	0	6	0	0	11	0	0	1	4	0	0	0	0	1	0	0	4	2	3	2	0	4	0
hsa-miR-6826-3p	0	1	0	2	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0
hsa-miR-6826-5p	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-6827-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6827-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6829-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
hsa-miR-6832-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6832-5p	4	1	1	3	8	0	6	1	1	4	3	4	0	0	0	0	0	0	0	1	0	0	0	0	5	0	7	3	0	0	6	0	0	0	0	0	1	0	0	0	0	1	3	0	2
hsa-miR-6833-5p	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	2	2	1	0	0	0	1
hsa-miR-6834-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6835-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0
hsa-miR-6836-5p	0	3	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	2	4	0	0	0	2	0	5	0	0	0	2	1	0	0	0
hsa-miR-6837-3p	8	12	2	3	16	3	6	5	3	9	2	9	2	1	1	4	1	1	2	0	0	0	4	8	6	0	13	5	0	1	49	0	2	0	3	7	4	3	2	5	4	12	0	0	0
hsa-miR-6837-5p	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6838-5p	3	2	0	7	0	0	1	0	3	0	4	0	0	1	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0
hsa-miR-6839-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6839-5p	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-5p	0	1	2	1	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	8	1	0	0	0	2	1	0	0	1	2	0	0	0	0
hsa-miR-6842-3p	22	22	7	7	40	0	10	12	6	66	18	28	12	2	0	23	14	2	6	5	5	5	5	62	29	2	52	19	10	19	126	1	11	21	14	38	13	14	9	14	19	33	13	0	8
hsa-miR-6842-5p	4	3	4	0	3	0	1	1	1	2	4	0	0	0	0	3	0	1	0	3	0	3	1	4	1	0	17	0	0	0	13	0	0	0	0	0	0	1	1	1	0	1	0	0	3
hsa-miR-6843-3p	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	4	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6845-5p	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
hsa-miR-6846-5p	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6847-3p	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
hsa-miR-6847-5p	16	18	2	13	19	1	13	12	15	14	9	21	4	0	0	9	0	2	0	9	19	3	6	45	49	17	74	2	1	3	54	0	0	1	13	5	13	7	12	5	10	6	2	3	7
hsa-miR-6848-5p	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6850-3p	1	1	1	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	4	0	0	5	0	1	2	5	5	0	2	0	0	0	3	0	1	0	0	0	0	1	1	0	0
hsa-miR-6850-5p	1	3	1	1	6	0	4	0	2	0	1	4	1	0	0	2	0	0	0	1	2	7	0	11	5	0	9	0	0	8	5	3	8	1	1	3	1	0	1	0	0	2	2	0	0
hsa-miR-6851-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-3p	9	7	2	2	28	1	7	8	4	7	11	4	0	1	0	11	4	0	0	3	4	2	2	28	11	2	35	5	0	3	23	1	0	6	0	0	3	3	3	0	7	10	13	0	2
hsa-miR-6852-5p	734	813	247	371	1291	117	281	450	302	1069	464	992	51	81	16	379	45	73	126	79	185	260	247	1709	813	128	2353	296	37	281	4124	80	137	280	286	322	312	202	548	217	568	521	284	122	169
hsa-miR-6854-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-3p	2	4	0	2	1	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	6	0	0	0	0	4	3	2	2	0
hsa-miR-6855-5p	5	6	2	2	14	7	0	6	3	4	1	5	0	0	0	1	0	0	1	1	4	0	1	0	17	0	8	0	0	4	14	0	0	3	0	1	3	1	7	6	4	2	8	0	3
hsa-miR-6856-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6857-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-6857-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6858-3p	1	4	0	0	5	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	4	2	1	0	0
hsa-miR-6858-5p	1	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	14	4	1	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	1	0	0	0
hsa-miR-6859-3p	0.25	0	0	0.75	0.75	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0	0	0	0.75	0	0.5	0	0	0	0	0	0.25	0.5	0	0.75	0	0.25	0	0
hsa-miR-6859-5p	3.75	4	1.25	3.5	8	1.25	4.5	1.25	1.25	3.25	2.75	3.75	0	0	0	0.25	0	0	0.25	0.5	5	0.25	2.75	5.5	8	0.5	14.75	1.25	0.75	2.25	13	0.25	0.25	0.25	3.5	1.5	3.5	1	2.5	1	3.5	5.75	2.25	0.25	0.75
hsa-miR-6861-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6861-5p	3	3	3	0	6	0	0	1	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	12	0	0	0	8	1	0	0	1	1	2	0	0	0	0
hsa-miR-6862-3p	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6862-5p	9.5	9.5	4	7	5.5	1	1	3	1	6.5	2	18	0	1.5	0	2.5	0	0	0	1	0	0	6.5	11.5	8.5	0	20	1	0	0.5	16.5	0	0	2	4	1	1.5	0.5	8	4.5	9.5	9.5	0	1	0
hsa-miR-6864-5p	0	0	0	2	4	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
hsa-miR-6865-3p	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	4	0	6	0	0	1	0	0	0
hsa-miR-6865-5p	2	1	0	4	7	1	4	4	3	9	1	3	0	0	0	6	1	0	1	1	0	0	0	7	7	0	9	2	0	0	17	0	0	12	2	1	2	0	1	0	1	2	3	2	0
hsa-miR-6866-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0
hsa-miR-6866-5p	0	9	6	8	2	0	6	3	0	1	2	0	0	3	0	0	0	0	0	0	11	0	3	4	3	3	10	0	0	5	11	1	2	3	2	0	2	1	5	1	1	6	2	0	1
hsa-miR-6867-5p	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6868-3p	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
hsa-miR-6869-5p	2	2	1	2	1	0	0	0	2	3	8	0	0	0	0	0	0	0	0	0	1	0	11	12	8	0	3	0	6	0	6	0	0	0	0	0	1	1	0	0	1	0	1	1	0
hsa-miR-6871-5p	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6873-3p	6	1	0	0	2	0	1	1	0	5	5	1	0	0	0	1	0	0	0	0	2	0	10	0	3	0	5	0	0	6	1	0	6	0	0	0	0	0	1	0	1	0	0	0	1
hsa-miR-6873-5p	2	1	1	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6875-3p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-5p	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	3	0	0
